,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Points,salary,variance,stdev
632,Miguel Cabrera,Brian McCann,Rich Hill,Peter Bourjos,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.138583333,49400.0,257.951317718,16.0608629195
633,Miguel Cabrera,Ian Desmond,Stephen Vogt,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.13725,49900.0,277.554287619,16.6599606128
634,Edwin Encarnacion,Brian McCann,Josh Reddick,Carlos Correa,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.135916667,49300.0,227.158750596,15.0717865761
635,Troy Tulowitzki,Victor Martinez,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.135583333,50000.0,326.690934813,18.0745936279
636,Miguel Cabrera,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Jayson Werth,Bryce Harper,109.13525,48200.0,346.223876162,18.6070920931
637,Russell Martin,Miguel Cabrera,Miguel Sano,Jed Lowrie,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.134916667,48900.0,303.881554241,17.4321987782
638,Miguel Cabrera,Victor Martinez,Jose Altuve,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.133583333,49700.0,150.458069534,12.2661350691
639,Troy Tulowitzki,Victor Martinez,Carlos Santana,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.132916667,49800.0,292.954919341,17.1159258979
640,Miguel Cabrera,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.130916667,47300.0,312.426628777,17.6755941563
641,Troy Tulowitzki,Edwin Encarnacion,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.130583333,49000.0,318.882955931,17.857294194
642,Russell Martin,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.13025,49600.0,331.832980784,18.2162833966
643,Edwin Encarnacion,Nomar Mazara,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.12925,49600.0,333.196051198,18.2536585702
644,Brian McCann,Jed Lowrie,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.12825,48300.0,334.926035224,18.3009845425
645,Edwin Encarnacion,Victor Martinez,Jason Kipnis,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.127583333,49700.0,263.397265167,16.2295183283
646,Carlos Beltran,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.126916667,49100.0,309.140905114,17.5824032804
647,George Springer,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.12625,49800.0,336.900887277,18.3548600451
648,Miguel Cabrera,Brett Gardner,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.124583333,49000.0,284.215396767,16.8586890584
649,Miguel Cabrera,Shin-Soo Choo,Evan Gattis,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.12325,49300.0,201.329385163,14.1890586426
650,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.122583333,48900.0,326.192561977,18.0608018088
651,Miguel Sano,Francisco Lindor,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.12225,50000.0,280.106601457,16.7363855553
652,Miguel Cabrera,Francisco Lindor,Brian McCann,George Springer,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.121583333,49200.0,199.576897645,14.1271687767
653,Miguel Cabrera,Jose Altuve,Khris Davis,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.12125,49800.0,237.740684085,15.4188418529
654,Steven Moya,Victor Martinez,Jason Kipnis,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.120916667,48900.0,317.468851185,17.8176556029
655,Troy Tulowitzki,Edwin Encarnacion,Victor Martinez,Jason Kipnis,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.12025,49900.0,319.861497988,17.8846721521
656,Troy Tulowitzki,Shin-Soo Choo,Brian McCann,Jason Kipnis,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.119916667,49100.0,301.981797345,17.3776234665
657,Russell Martin,Miguel Cabrera,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.119583333,49200.0,236.749182851,15.3866559996
658,Russell Martin,Miguel Cabrera,Ian Desmond,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.11925,50000.0,307.655495377,17.5401110423
659,Troy Tulowitzki,Edwin Encarnacion,Brian McCann,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.118583333,49800.0,264.803222864,16.272775512
660,Edwin Encarnacion,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.11625,49500.0,292.159973937,17.092687733
661,Troy Tulowitzki,Ian Kinsler,Miguel Cabrera,Victor Martinez,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.115583333,49900.0,254.988469846,15.9683583954
662,Miguel Cabrera,Brian McCann,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.11525,48700.0,285.225757909,16.8886280647
663,Troy Tulowitzki,Carlos Santana,Brian McCann,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.114916667,48500.0,332.04768015,18.2221755054
664,Justin Upton,Edwin Encarnacion,Brian McCann,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.114583333,49600.0,301.50724854,17.3639640791
665,Miguel Cabrera,Evan Gattis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.113916667,48500.0,232.847918807,15.2593551242
666,Carlos Santana,Jose Altuve,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.113583333,49600.0,232.478769224,15.2472544815
667,Justin Upton,Miguel Cabrera,Victor Martinez,Jose Altuve,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.11225,50000.0,256.110866457,16.0034642017
668,Miguel Cabrera,Rich Hill,Cody Asche,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.110916667,49500.0,286.709754433,16.9325058521
669,Miguel Cabrera,Victor Martinez,Eduardo Nunez,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.109916667,50000.0,262.839244104,16.212317666
670,Troy Tulowitzki,Miguel Cabrera,Josh Reddick,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.10925,48600.0,308.570041915,17.5661618436
671,Victor Martinez,Carlos Santana,Jed Lowrie,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.108916667,49300.0,273.081307359,16.5251719313
672,Carlos Santana,Stephen Vogt,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.108583333,49100.0,301.527493154,17.3645470184
673,Miguel Cabrera,Victor Martinez,Rougned Odor,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.10825,49200.0,282.789077705,16.8163336582
674,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.107916667,48900.0,344.336158176,18.5562969953
675,Miguel Cabrera,Jason Kipnis,George Springer,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.107583333,49000.0,166.165556086,12.8905219478
676,Miguel Cabrera,Jurickson Profar,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.10725,48400.0,301.40937885,17.3611456664
677,Miguel Cabrera,Jason Kipnis,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,109.105916667,47700.0,281.648940392,16.7823997209
678,Miguel Cabrera,Victor Martinez,Jurickson Profar,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.104916667,49400.0,286.719326899,16.9327885152
679,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Wilson Ramos,Bryce Harper,109.103916667,49600.0,337.09852131,18.3602429535
680,Troy Tulowitzki,Miguel Cabrera,Rougned Odor,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.10325,48400.0,346.52452621,18.6151692501
681,Russell Martin,Rougned Odor,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.102916667,48700.0,307.069433423,17.5233967433
682,Miguel Cabrera,Brian McCann,Jason Kipnis,Carlos Correa,Rich Hill,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.10225,49200.0,185.875479016,13.6336157719
683,Troy Tulowitzki,Miguel Cabrera,Ian Desmond,Brian McCann,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.101916667,48800.0,306.03264397,17.4937887254
684,Miguel Cabrera,Stephen Vogt,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.101583333,49500.0,321.929398034,17.9423910902
685,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Rougned Odor,Khris Davis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.100916667,49400.0,336.04111535,18.3314242586
686,Russell Martin,Shin-Soo Choo,Carlos Santana,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.099916667,50000.0,271.126073281,16.4659063911
687,Miguel Cabrera,Victor Martinez,Jason Kipnis,Coco Crisp,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.09925,49500.0,285.621587564,16.9003428238
688,Steven Moya,Ian Kinsler,Miguel Cabrera,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.098916667,48700.0,317.291225932,17.8126703762
689,Miguel Cabrera,Victor Martinez,Lonnie Chisenhall,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.098583333,49900.0,288.877627177,16.9964004182
690,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Jose Altuve,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.09825,48900.0,159.299360409,12.6213850432
691,Troy Tulowitzki,Miguel Cabrera,Miguel Sano,Jose Altuve,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.097583333,50000.0,246.570368735,15.7025593053
692,Troy Tulowitzki,Brian McCann,Rich Hill,Mark Reynolds,DJ LeMahieu,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.09725,49800.0,367.43085921,19.1684860959
693,Victor Martinez,Prince Fielder,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.096916667,49300.0,294.482286663,17.1604862013
694,Miguel Cabrera,Victor Martinez,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Alex Gordon,Bryce Harper,109.09625,49600.0,340.88974703,18.4631998048
695,Miguel Cabrera,Rougned Odor,Brian McCann,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.095916667,48500.0,305.134119674,17.4680886096
696,Miguel Cabrera,Ian Desmond,Jason Kipnis,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.095583333,49400.0,279.669224109,16.7233137897
697,Miguel Cabrera,Rougned Odor,Miguel Sano,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Salvador Perez,Bryce Harper,109.09525,49500.0,319.451550485,17.873207616
698,Steven Moya,Edwin Encarnacion,Rougned Odor,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.094916667,49100.0,290.763243782,17.0517812495
699,Edwin Encarnacion,Brian McCann,Jed Lowrie,George Springer,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.094583333,49300.0,198.917114717,14.1037978827
700,Edwin Encarnacion,Brian McCann,Jason Kipnis,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.09425,48800.0,182.189400822,13.4977553994
701,Miguel Cabrera,Victor Martinez,Rich Hill,Trevor Story,Charlie Blackmon,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.093916667,49600.0,362.797168757,19.0472351998
702,Troy Tulowitzki,Miguel Cabrera,Brian McCann,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Robinson Cano,Bryce Harper,109.093583333,49100.0,385.106992512,19.6241431026
703,Russell Martin,Josh Reddick,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.09325,49400.0,354.476864425,18.8275559865
704,Miguel Cabrera,Rich Hill,Nick Hundley,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.092583333,48900.0,361.180368082,19.0047459357
705,Miguel Cabrera,Jose Altuve,George Springer,Stephen Vogt,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.091916667,49500.0,144.039592254,12.0016495639
706,Russell Martin,Carlos Santana,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.090583333,49200.0,292.438865723,17.1008440062
707,Russell Martin,Edwin Encarnacion,Brian Dozier,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.08925,50000.0,306.464092621,17.5061158633
708,Troy Tulowitzki,Edwin Encarnacion,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.088916667,48500.0,296.772707003,17.2270922388
709,Steven Moya,Miguel Cabrera,Victor Martinez,Brian Dozier,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.087916667,49700.0,313.214399857,17.6978642739
710,Rougned Odor,Carlos Santana,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.087583333,49300.0,300.305994032,17.3293391112
711,Russell Martin,Troy Tulowitzki,Miguel Cabrera,Josh Reddick,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.08725,47700.0,296.106291709,17.2077392969
712,Steven Moya,Miguel Cabrera,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.086916667,48100.0,340.254022522,18.4459757812
713,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Nomar Mazara,Jason Kipnis,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.086583333,48400.0,302.856575836,17.4027749464
714,Miguel Cabrera,Brian McCann,Jacoby Ellsbury,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.08625,49200.0,317.423007037,17.8163690756
715,Edwin Encarnacion,Victor Martinez,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Howie Kendrick,Drew Pomeranz,Bryce Harper,109.085916667,49200.0,309.195668568,17.5839605484
716,Steven Moya,Edwin Encarnacion,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.08525,49800.0,308.362432267,17.5602514865
717,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Carlos Beltran,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Daniel Murphy,Bryce Harper,109.08425,49800.0,328.438806859,18.122880755
718,Miguel Cabrera,Brian McCann,Jed Lowrie,Khris Davis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.083916667,48400.0,301.884962555,17.3748370512
719,Miguel Cabrera,Brett Gardner,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.082916667,48500.0,284.346189209,16.8625676932
720,Troy Tulowitzki,Ian Kinsler,Miguel Cabrera,Miguel Sano,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.08225,49900.0,330.504247384,18.1797757792
721,Rougned Odor,Carlos Beltran,Brian McCann,Rich Hill,Mark Reynolds,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.081916667,49500.0,326.378056098,18.0659363471
722,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Evan Gattis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.081583333,48800.0,197.949725676,14.0694607458
723,Troy Tulowitzki,Miguel Cabrera,Victor Martinez,Miguel Sano,Jurickson Profar,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.08125,49600.0,308.473396377,17.5634107273
724,Miguel Cabrera,Francisco Lindor,Brian McCann,Jason Kipnis,George Springer,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.079916667,48700.0,176.380452173,13.2808302516
725,Miguel Cabrera,Brian Dozier,Brian McCann,Rich Hill,Cody Asche,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.07925,50000.0,271.949050585,16.4908777991
726,Prince Fielder,Brian McCann,Josh Reddick,Rich Hill,DJ LeMahieu,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.078916667,48000.0,294.969535168,17.1746771489
727,Carlos Santana,Josh Reddick,Rich Hill,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.077916667,50000.0,335.347515509,18.3124961572
728,Troy Tulowitzki,Miguel Cabrera,Shin-Soo Choo,Jason Kipnis,Rich Hill,Nick Hundley,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.076916667,48900.0,298.362149373,17.2731626917
729,Edwin Encarnacion,Brian McCann,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Neil Walker,Bryce Harper,109.07625,49800.0,315.267042337,17.7557608211
730,Miguel Cabrera,Miguel Sano,Carlos Correa,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.075583333,49600.0,193.67903469,13.9168615244
731,Miguel Cabrera,Rougned Odor,Brian McCann,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.074916667,48300.0,204.211153207,14.2902467861
732,Victor Martinez,Carlos Santana,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Jayson Werth,Bryce Harper,109.074583333,49600.0,299.093379694,17.2943163986
733,Ian Kinsler,Miguel Cabrera,Josh Reddick,Rich Hill,Cameron Rupp,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.07425,49700.0,259.938995055,16.1226237026
734,Miguel Cabrera,Jurickson Profar,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.073583333,48000.0,282.887374092,16.8192560505
735,Troy Tulowitzki,Carlos Santana,Brian McCann,Jason Kipnis,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.07325,48000.0,307.109395398,17.5245369525
736,Justin Upton,Edwin Encarnacion,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.072916667,49100.0,293.183685085,17.1226074266
737,Nomar Mazara,Carlos Santana,Brian McCann,Jason Kipnis,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.071916667,48600.0,299.700678572,17.311865254
738,Troy Tulowitzki,Miguel Cabrera,Rougned Odor,Josh Reddick,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Wilson Ramos,Bryce Harper,109.069583333,48000.0,296.332900201,17.214322531
739,Miguel Cabrera,Jason Kipnis,Rich Hill,Cody Asche,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.06925,49000.0,264.199988875,16.2542298764
740,Victor Martinez,Francisco Lindor,Jason Kipnis,Josh Reddick,Rich Hill,Mark Reynolds,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.068583333,49600.0,270.072909315,16.4338951352
741,Miguel Cabrera,Francisco Lindor,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Nelson Cruz,Bryce Harper,109.06825,49200.0,289.174624709,17.0051352453
742,Miguel Cabrera,Victor Martinez,Jason Kipnis,George Springer,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.06725,49100.0,118.804270646,10.8997371824
743,Carlos Santana,Jason Kipnis,Stephen Vogt,Josh Reddick,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.066916667,48600.0,300.338237402,17.3302693979
744,Miguel Sano,Jurickson Profar,Carlos Santana,Brian McCann,Rich Hill,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.066583333,49800.0,284.465584385,16.8661075647
745,Troy Tulowitzki,Miguel Cabrera,Carlos Beltran,Brian McCann,Rich Hill,DJ LeMahieu,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.06625,48500.0,338.643682818,18.4022738491
746,Ian Kinsler,Josh Reddick,Rich Hill,Mark Reynolds,Nick Hundley,Trevor Story,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Bryce Harper,109.065916667,49800.0,322.387635846,17.9551562468
747,Miguel Cabrera,Brian McCann,Josh Reddick,Carlos Correa,Rich Hill,Carlos Gonzalez,Nolan Arenado,Drew Pomeranz,Robinson Cano,Bryce Harper,109.06525,49000.0,207.766772203,14.4141171149
