name,pos,mean,cost,team
Adrian Beltre,3B,8.57973333333,3700.0,TEX
Ian Desmond,OF,7.96046666667,4000.0,TEX
Chi Chi Gonzalez,P,26.1056666667,6100.0,TEX
Tyler Duffey,P,28.165,5700.0,MIN
Carlos Beltran,OF,8.0393,3200.0,NYY
Jose Ramirez,3B,6.383,3000.0,CLE
Didi Gregorius,SS,6.0975,2400.0,NYY
Chris Gimenez,C,5.40793333333,2000.0,CLE
Rajai Davis,OF,5.65163333333,3300.0,CLE
Chase Headley,3B,6.20783333333,2300.0,NYY
Brett Gardner,OF,6.97356666667,3100.0,NYY
Mike Napoli,1B,8.15236666667,3000.0,CLE
Starlin Castro,2B,5.88946666667,2200.0,NYY
Carlos Santana,1B,9.8343,3800.0,CLE
Mark Teixeira,1B,8.09876666667,2500.0,NYY
Tyler Naquin,OF,6.15606666667,3900.0,CLE
Francisco Lindor,SS,7.29483333333,3400.0,CLE
Brian McCann,C,8.4714,3000.0,NYY
Jason Kipnis,2B,7.5751,2900.0,CLE
Lonnie Chisenhall,OF,7.27776666667,2400.0,CLE
Jacoby Ellsbury,OF,7.1652,2600.0,NYY
Rob Refsnyder,1B,5.6875,2600.0,NYY
Trevor Bauer,P,33.005,9200.0,CLE
Ivan Nova,P,28.8753333333,6800.0,NYY
Jose Altuve,2B,6.7141,3900.0,HOU
Jason Castro,C,4.54523333333,2500.0,HOU
Marwin Gonzalez,1B,5.27263333333,3000.0,HOU
Jed Lowrie,2B,6.73403333333,2700.0,OAK
Carlos Gomez,OF,6.21556666667,3200.0,HOU
Coco Crisp,OF,7.35093333333,3200.0,OAK
Evan Gattis,C,6.68383333333,2500.0,HOU
George Springer,OF,8.34713333333,3100.0,HOU
Danny Valencia,3B,7.72526666667,3300.0,OAK
Luis Valbuena,3B,6.174,3000.0,HOU
Jake Marisnick,OF,4.57143333333,2000.0,HOU
Stephen Vogt,C,7.02473333333,3000.0,OAK
Josh Reddick,OF,8.619,2700.0,OAK
Jake Smolinski,OF,5.9462,2600.0,OAK
Khris Davis,OF,8.64483333333,3200.0,OAK
Marcus Semien,SS,6.90406666667,3100.0,OAK
Carlos Correa,SS,7.19473333333,2900.0,HOU
Yonder Alonso,1B,6.1014,2600.0,OAK
Doug Fister,P,23.6223333333,7300.0,HOU
Rich Hill,P,41.409,10000.0,OAK
Mark Reynolds,1B,9.31716666667,3700.0,COL
Trevor Story,SS,8.7151,3200.0,COL
Cameron Rupp,C,7.08306666667,3500.0,PHI
Ryan Howard,1B,7.91706666667,3200.0,PHI
Nick Hundley,C,7.52233333333,3200.0,COL
Cody Asche,OF,7.89086666667,3400.0,PHI
Freddy Galvis,SS,5.8738,3100.0,PHI
DJ LeMahieu,2B,7.39043333333,3400.0,COL
Odubel Herrera,OF,7.46696666667,4200.0,PHI
Peter Bourjos,OF,6.96686666667,3500.0,PHI
Charlie Blackmon,OF,8.36156666667,4100.0,COL
Cesar Hernandez,2B,5.3194,2900.0,PHI
Maikel Franco,3B,8.8337,3800.0,PHI
Carlos Gonzalez,OF,10.8808333333,4300.0,COL
Nolan Arenado,3B,11.8886,4400.0,COL
Chad Bettis,P,33.635,6200.0,COL
Adam Morgan,P,28.8946666667,5600.0,PHI
Trayce Thompson,OF,6.21446666667,3100.0,LAD
Yasmani Grandal,C,5.24843333333,2500.0,LAD
Matt Kemp,OF,6.7329,3400.0,SDP
Melvin Upton Jr.,OF,5.73036666667,3100.0,SDP
Scott Van Slyke,OF,5.9423,2100.0,LAD
Howie Kendrick,2B,5.8884,2100.0,LAD
Wil Myers,1B,7.12183333333,3700.0,SDP
Justin Turner,3B,6.49313333333,2800.0,LAD
Alexei Ramirez,SS,4.11123333333,2200.0,SDP
Adrian Gonzalez,1B,6.524,2500.0,LAD
Corey Seager,SS,6.4598,3000.0,LAD
Alex Dickerson,OF,5.06096666667,2600.0,SDP
Yangervis Solarte,3B,5.34536666667,3200.0,SDP
Ryan Schimpf,3B,5.38223333333,2200.0,SDP
Derek Norris,C,5.5853,3400.0,SDP
Yasiel Puig,OF,6.64536666667,2600.0,LAD
Drew Pomeranz,P,39.978,10400.0,SDP
Hyun-Jin Ryu,P,33.7263333333,8700.0,LAD
Nelson Cruz,OF,8.6022,3100.0,SEA
Robinson Cano,2B,6.69396666667,4100.0,SEA
Alcides Escobar,SS,4.28423333333,2300.0,KCR
Daniel Robertson,OF,4.35046666667,2000.0,SEA
Dae-Ho Lee,1B,6.7101,2300.0,SEA
Ketel Marte,SS,4.7748,2100.0,SEA
Paulo Orlando,OF,4.56663333333,2600.0,KCR
Salvador Perez,C,6.3316,2600.0,KCR
Franklin Gutierrez,OF,6.78246666667,3300.0,SEA
Kyle Seager,3B,6.67543333333,3200.0,SEA
Kendrys Morales,1B,6.3102,2900.0,KCR
Shawn O'Malley,OF,4.03486666667,2200.0,SEA
Brett Eibner,OF,5.83763333333,2000.0,KCR
Eric Hosmer,1B,6.46553333333,3300.0,KCR
Chris Iannetta,C,5.89186666667,2800.0,SEA
Alex Gordon,OF,6.71623333333,2800.0,KCR
Cheslor Cuthbert,3B,5.8278,2500.0,KCR
Whit Merrifield,2B,5.4729,2700.0,KCR
Danny Duffy,P,35.713,8800.0,KCR
James Paxton,P,33.9236666667,7900.0,SEA
Anthony Rendon,3B,6.19946666667,2200.0,WAS
Daniel Murphy,2B,7.23153333333,3800.0,WAS
James Loney,1B,5.39866666667,2700.0,NYM
Curtis Granderson,OF,6.72036666667,3600.0,NYM
Ben Revere,OF,5.65423333333,3400.0,WAS
Brandon Nimmo,OF,4.70713333333,2200.0,NYM
Asdrubal Cabrera,SS,5.16573333333,2600.0,NYM
Yoenis Cespedes,OF,7.16466666667,4000.0,NYM
Danny Espinosa,SS,6.3194,2800.0,WAS
Travis d'Arnaud,C,5.667,2500.0,NYM
Neil Walker,2B,6.19796666667,3600.0,NYM
Wilson Ramos,C,7.52613333333,3000.0,WAS
Clint Robinson,1B,6.3021,2000.0,WAS
Jayson Werth,OF,7.3469,2800.0,WAS
Jose Reyes,3B,5.5155,3000.0,NYM
Bryce Harper,OF,11.2214,3900.0,WAS
Lucas Giolito,P,34.1496666667,7200.0,WAS
Bartolo Colon,P,26.1343333333,7200.0,NYM
